croptype,soiltype,season,month,climate,precipitation,wind,humidity,farming
Betel Leaves,Alluvial Soil,Northeast Monsoon,April,Subtropical Highland Climate,67.83452651433633,45.2225128059823,79.44387662591869,no
Cashew,Lateritic Red Soil,Hot Dry Season,February,Tropical Savanna,4.853398874758863,25.46057274306954,41.439554047689185,yes
Tapioca,Laterite Soil,Hot Dry Season,February,Tropical Savanna,45.78623574275138,34.93758786975343,5.56233099577379,yes
Mango,Laterite Soil,Northeast Monsoon,August,Humid Subtropical Climate,37.16328170699236,30.930452309132185,1.233437591195663,no
Sugarcane,Red Soil,Northeast Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),10.77912833156569,80.08880687696727,72.81379606773855,no
Groundnut,Mountain Soil,Southwest Monsoon,September,Subtropical Highland Climate,86.97650417243962,74.90012121396366,59.038225081136886,yes
Tea,Mountain Soil,Northeast Monsoon,June,Tropical Wet and Dry (Monsoon-Influenced),83.75411529470166,63.52076643680503,56.95388425543864,no
Black Pepper,Black Soil,Southwest Monsoon,August,Mountain Climate,60.67911370118424,13.94989664234182,18.789680171635936,yes
Betel Leaves,Mountain Soil,Northeast Monsoon,November,Tropical Savanna,48.90842253175861,96.01081347920024,56.289713290036836,yes
Tea,Lateritic Red Soil,Northeast Monsoon,December,Humid Subtropical Climate,98.88719857561019,59.87569578062788,88.43959768491374,yes
Red Chili,Mountain Soil,Northeast Monsoon,September,Subtropical Highland Climate,81.12980417039554,17.538648069505346,93.91882423096362,no
Coffee,Red Soil,Northeast Monsoon,February,Mountain Climate,78.61671041921582,90.25354522942492,45.511007226649056,yes
Black Pepper,Lateritic Red Soil,Hot Dry Season,June,Tropical Savanna,97.09619973365278,34.9617288131309,16.75679736535287,no
Mango,Mountain Soil,Northeast Monsoon,April,Tropical Wet (Monsoon),45.62303054513547,37.590937294774704,45.22254622430935,yes
Black Pepper,Red Soil,Hot Dry Season,March,Tropical Semi-Arid,48.62680869117379,73.06636130609937,36.764142268138045,yes
Oilseeds,Black Soil,Northeast Monsoon,March,Tropical Wet (Monsoon),53.473780255951844,37.13760453934793,95.24931274087832,no
Banana,Mountain Soil,Hot Dry Season,May,Humid Subtropical Climate,21.62728382082788,60.85182543197034,43.461601720468416,no
Groundnut,Laterite Soil,Northeast Monsoon,June,Humid Subtropical Climate,77.47209393699396,82.45487395446125,4.263366460395723,no
Rice,Red Soil,Hot Dry Season,May,Subtropical Highland Climate,17.21737335086033,8.157771438272853,51.21161372657602,no
Betel Leaves,Red Soil,Southwest Monsoon,December,Humid Subtropical Climate,15.582519618291757,90.87486007800327,42.0385730073609,yes
Tapioca,Red Soil,Southwest Monsoon,April,Tropical Semi-Arid,49.57590588915537,89.18641601639958,10.97052893534034,yes
Sugarcane,Lateritic Red Soil,Southwest Monsoon,February,Tropical Savanna,88.30052176225513,83.57983502518009,99.31651517647674,yes
Cardamom,Lateritic Red Soil,Hot Dry Season,December,Subtropical Highland Climate,88.77929214722359,62.5203720569234,12.992073150742101,no
Betel Leaves,Lateritic Red Soil,Northeast Monsoon,July,Tropical Semi-Arid,36.18771484553397,73.37203868466528,57.06406234306529,yes
Sugarcane,Lateritic Red Soil,Southwest Monsoon,June,Tropical Semi-Arid,3.8836103100981734,31.620436972771905,76.6235235648662,yes
Turmeric,Black Soil,Northeast Monsoon,January,Tropical Semi-Arid,91.22569055424741,23.61286883738093,58.10495087029085,yes
Tapioca,Black Soil,Southwest Monsoon,October,Humid Subtropical Climate,99.23806241416887,34.096495248478135,6.317244618420537,no
Mango,Laterite Soil,Hot Dry Season,August,Tropical Semi-Arid,91.80541273621292,64.35225392644925,27.450512873845234,no
Tea,Red Soil,Hot Dry Season,June,Mountain Climate,7.235441800576958,9.149772777257448,39.758853403475634,yes
Tea,Red Soil,Southwest Monsoon,June,Tropical Wet (Monsoon),10.225747816258268,80.03773102103035,23.884491132400477,yes
Cotton,Black Soil,Southwest Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),87.18909603892632,59.08906795363833,31.819328661102652,yes
Sugarcane,Laterite Soil,Southwest Monsoon,May,Tropical Semi-Arid,6.335804158371571,34.204314361157884,55.700345957004636,yes
Black Pepper,Alluvial Soil,Southwest Monsoon,September,Tropical Wet (Monsoon),1.2222110675528253,21.698693239948508,9.620855558326868,no
Cardamom,Laterite Soil,Northeast Monsoon,April,Mountain Climate,24.78038689318516,68.60108952868403,54.29398279637989,no
Cotton,Laterite Soil,Northeast Monsoon,November,Humid Subtropical Climate,59.51110605357629,50.55625621230547,1.60216130286005,yes
Black Pepper,Mountain Soil,Southwest Monsoon,December,Tropical Wet (Monsoon),37.505337136933505,22.919492563163114,14.006724528889979,no
Red Chili,Mountain Soil,Northeast Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),0.4706067517732615,81.44949431204503,13.484468392520654,yes
Oilseeds,Mountain Soil,Southwest Monsoon,May,Tropical Wet and Dry (Monsoon-Influenced),96.21085092998818,28.77237426982392,43.136868595498754,no
Cashew,Black Soil,Southwest Monsoon,August,Subtropical Highland Climate,61.06675446710983,60.83959752357614,71.73457049217721,yes
Cashew,Lateritic Red Soil,Northeast Monsoon,May,Tropical Savanna,14.199000804806339,64.87554218212212,3.1910301576560496,no
Red Chili,Lateritic Red Soil,Southwest Monsoon,May,Humid Subtropical Climate,40.292005641905824,14.058028602877858,4.935430416691144,yes
Soybeans,Black Soil,Northeast Monsoon,January,Tropical Wet and Dry (Monsoon-Influenced),70.59415428534209,99.77576901518113,56.12927090498091,yes
Mango,Laterite Soil,Northeast Monsoon,July,Tropical Savanna,60.88815299506942,34.695091626323446,88.73748060561994,no
Banana,Mountain Soil,Northeast Monsoon,May,Humid Subtropical Climate,56.81515496406562,13.806640405862524,79.62157785099997,no
Cotton,Lateritic Red Soil,Northeast Monsoon,October,Tropical Wet and Dry (Monsoon-Influenced),60.375028514671826,96.86303973777429,64.73756358888772,no
Rice,Red Soil,Northeast Monsoon,August,Tropical Semi-Arid,60.767046378803855,28.808171182104658,6.648581411089694,yes
Soybeans,Lateritic Red Soil,Hot Dry Season,July,Mountain Climate,61.749159317283464,15.337169413261286,13.183464015216694,no
Betel Leaves,Red Soil,Southwest Monsoon,March,Humid Subtropical Climate,91.94728618555538,91.2540847916145,92.82423923337328,yes
Tea,Laterite Soil,Hot Dry Season,November,Mountain Climate,18.768338865524402,73.1613087558135,38.49879491221557,yes
Sugarcane,Mountain Soil,Northeast Monsoon,June,Tropical Semi-Arid,61.380427423900294,48.82672183517928,59.473523596786904,yes
Groundnut,Lateritic Red Soil,Northeast Monsoon,January,Mountain Climate,2.8313844739714766,29.57176129717648,69.26014954200383,yes
Cashew,Mountain Soil,Northeast Monsoon,August,Tropical Wet (Monsoon),14.015608454760287,67.8948136363821,85.503752222607,no
Tapioca,Laterite Soil,Hot Dry Season,August,Mountain Climate,29.276918074516377,63.591715208320984,79.20454870615478,no
Groundnut,Mountain Soil,Hot Dry Season,July,Tropical Wet and Dry (Monsoon-Influenced),18.77098065729914,60.13967351901444,26.616824264271234,no
Coconut,Laterite Soil,Southwest Monsoon,July,Tropical Savanna,55.91388009794643,61.62635514996396,56.08629029374587,no
Soybeans,Lateritic Red Soil,Northeast Monsoon,April,Humid Subtropical Climate,97.5337983494165,18.403415382952193,42.919976093842415,no
Black Pepper,Lateritic Red Soil,Northeast Monsoon,March,Humid Subtropical Climate,73.16162419343027,77.98373361464006,40.72896101835731,yes
Oilseeds,Lateritic Red Soil,Northeast Monsoon,November,Mountain Climate,29.565430157500938,25.798190147784595,18.229010694824975,yes
Groundnut,Lateritic Red Soil,Southwest Monsoon,April,Humid Subtropical Climate,83.01820414873055,60.80418709268618,99.3500870719711,yes
Soybeans,Laterite Soil,Southwest Monsoon,January,Mountain Climate,96.32950362822737,25.955581371898894,32.30243506827325,no
Tapioca,Alluvial Soil,Hot Dry Season,July,Tropical Savanna,99.0916693610008,10.5806893602581,68.4091521977814,yes
Sugarcane,Lateritic Red Soil,Hot Dry Season,August,Subtropical Highland Climate,89.81044865086531,67.3639676060342,10.690633793443737,yes
Tapioca,Mountain Soil,Northeast Monsoon,March,Tropical Semi-Arid,52.41631909777805,85.0148537065956,91.88777216799048,yes
Tea,Red Soil,Hot Dry Season,August,Humid Subtropical Climate,11.253700319982784,84.93053966629891,40.81562309793738,no
Black Pepper,Lateritic Red Soil,Southwest Monsoon,March,Tropical Semi-Arid,56.01587393954587,51.98950598083648,94.71305885324719,yes
Mango,Mountain Soil,Southwest Monsoon,September,Tropical Savanna,80.7144496963525,97.23951307163937,37.34265040245789,no
Groundnut,Lateritic Red Soil,Northeast Monsoon,April,Tropical Savanna,32.7674073447738,59.47925110071031,84.93538686803824,yes
Oilseeds,Black Soil,Southwest Monsoon,June,Tropical Wet (Monsoon),83.08968858491855,85.09401188187488,94.87259269144207,yes
Cardamom,Mountain Soil,Northeast Monsoon,December,Humid Subtropical Climate,45.868640426203136,77.85542719987161,89.46508179304288,no
Cardamom,Lateritic Red Soil,Northeast Monsoon,February,Humid Subtropical Climate,32.392772837462104,46.94859655204338,6.618506110643563,yes
Cardamom,Black Soil,Hot Dry Season,October,Tropical Semi-Arid,61.91913495715964,87.65319800687763,24.476546432955537,no
Cotton,Red Soil,Hot Dry Season,February,Tropical Wet and Dry (Monsoon-Influenced),80.62178087816785,80.51920911218534,8.487030241706783,no
Banana,Lateritic Red Soil,Hot Dry Season,December,Tropical Wet and Dry (Monsoon-Influenced),11.930656795216644,34.2557108452547,45.303184051775126,no
Coffee,Red Soil,Hot Dry Season,January,Subtropical Highland Climate,32.68873561658955,28.224776679399575,42.28009911945145,no
Sugarcane,Red Soil,Hot Dry Season,May,Tropical Wet (Monsoon),75.00396569464353,40.409530017035244,51.36337345985529,yes
Cashew,Lateritic Red Soil,Southwest Monsoon,May,Mountain Climate,0.18457798460959074,35.111722010524204,1.4114373208620745,no
Rice,Red Soil,Northeast Monsoon,April,Mountain Climate,76.33050953553368,56.062607906716046,26.127941655509556,yes
Coconut,Mountain Soil,Hot Dry Season,October,Tropical Semi-Arid,91.95509619471905,42.84808690589122,10.048731865538219,yes
Groundnut,Lateritic Red Soil,Southwest Monsoon,September,Humid Subtropical Climate,26.75484828014647,87.38760595440598,64.03926477305457,no
Groundnut,Red Soil,Southwest Monsoon,October,Humid Subtropical Climate,2.0453389840837777,53.56348092704707,76.81858692971927,no
Sugarcane,Red Soil,Hot Dry Season,July,Tropical Wet (Monsoon),63.33427709980784,59.43893042480951,75.62179854643564,yes
Betel Leaves,Lateritic Red Soil,Northeast Monsoon,August,Subtropical Highland Climate,67.40469830037425,11.685181944585231,49.78700896627398,no
Coffee,Black Soil,Southwest Monsoon,May,Tropical Savanna,81.2559244094865,91.49535886325253,51.63877911663264,no
Groundnut,Mountain Soil,Hot Dry Season,June,Tropical Wet (Monsoon),38.64810477977516,50.18351401596075,93.13795681577676,no
Mango,Black Soil,Hot Dry Season,June,Humid Subtropical Climate,67.0985336650755,84.77468836255412,29.222442053502373,no
Turmeric,Lateritic Red Soil,Northeast Monsoon,April,Tropical Savanna,90.7199154239874,94.28098004973062,27.7097329891017,no
Tapioca,Alluvial Soil,Hot Dry Season,February,Subtropical Highland Climate,20.971285631275126,83.95327215968928,91.1350131662961,no
Betel Leaves,Lateritic Red Soil,Hot Dry Season,July,Subtropical Highland Climate,39.743910870529575,30.589340605696623,45.25007397378633,yes
Sugarcane,Laterite Soil,Southwest Monsoon,January,Tropical Wet and Dry (Monsoon-Influenced),40.12384941412659,72.6242430765084,54.3559215614019,yes
Black Pepper,Red Soil,Southwest Monsoon,December,Humid Subtropical Climate,75.59435065572376,97.3946842184521,4.6939426896329906,no
Cashew,Alluvial Soil,Northeast Monsoon,August,Humid Subtropical Climate,74.84547657254585,69.32088244737659,74.7988892621117,yes
Coconut,Lateritic Red Soil,Hot Dry Season,August,Tropical Wet and Dry (Monsoon-Influenced),39.8142784455209,50.94312237848546,78.3631902378412,no
Cardamom,Lateritic Red Soil,Northeast Monsoon,April,Tropical Wet (Monsoon),73.49290301885134,27.20557556800539,67.98958221996287,yes
Groundnut,Lateritic Red Soil,Hot Dry Season,April,Tropical Wet (Monsoon),70.23496541667687,72.52833130662354,8.035198436941005,no
Cotton,Alluvial Soil,Hot Dry Season,December,Tropical Wet (Monsoon),64.38104268669862,24.87251673361278,31.647217557915063,no
Tapioca,Lateritic Red Soil,Southwest Monsoon,March,Tropical Wet and Dry (Monsoon-Influenced),84.963986428479,50.16336714659201,63.905430172643975,no
Black Pepper,Alluvial Soil,Northeast Monsoon,July,Tropical Wet (Monsoon),69.09237244440284,79.61986382706256,90.063587304916,yes
Banana,Laterite Soil,Northeast Monsoon,March,Tropical Wet and Dry (Monsoon-Influenced),47.732465043812574,88.32072071302572,46.02059048495111,no
Tea,Mountain Soil,Hot Dry Season,September,Tropical Semi-Arid,61.12506700730741,5.707964670760712,24.347022378070026,yes
Black Pepper,Lateritic Red Soil,Northeast Monsoon,February,Subtropical Highland Climate,25.850651053702457,7.3855739546640375,81.15245994244275,yes
Black Pepper,Black Soil,Southwest Monsoon,March,Humid Subtropical Climate,56.38938170068732,99.64909982929844,57.58567338195662,no
Turmeric,Red Soil,Northeast Monsoon,August,Mountain Climate,86.11226331030899,40.25015632331071,96.34063932351874,yes
Rice,Lateritic Red Soil,Southwest Monsoon,November,Tropical Wet and Dry (Monsoon-Influenced),81.19742444242587,43.55996749225501,85.07026433749263,no
Tapioca,Mountain Soil,Hot Dry Season,September,Tropical Wet and Dry (Monsoon-Influenced),32.514927669639896,30.177923648894623,46.495471493261675,no
Cotton,Black Soil,Northeast Monsoon,June,Mountain Climate,15.73597494598461,87.84795242426893,63.75868842234013,yes
Red Chili,Alluvial Soil,Hot Dry Season,September,Mountain Climate,8.930646374219043,74.0458023531848,2.400877395193457,no
Turmeric,Alluvial Soil,Southwest Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),79.34838127240701,82.65982910836992,85.91368537019822,no
Red Chili,Black Soil,Northeast Monsoon,April,Tropical Wet and Dry (Monsoon-Influenced),91.05212916977592,78.95411862839248,42.22326608366692,yes
Banana,Alluvial Soil,Hot Dry Season,January,Subtropical Highland Climate,47.777255265502404,55.96209372934913,51.71479924375415,no
Turmeric,Laterite Soil,Hot Dry Season,July,Humid Subtropical Climate,74.01918714269885,98.30999865713991,65.5290646756179,no
Coffee,Alluvial Soil,Northeast Monsoon,May,Tropical Wet (Monsoon),86.07155342966112,43.95449629743863,20.870923414136012,yes
Soybeans,Black Soil,Northeast Monsoon,April,Humid Subtropical Climate,8.671881048523167,11.85900998798658,30.948767322523242,yes
Groundnut,Laterite Soil,Northeast Monsoon,March,Tropical Savanna,47.573580484183395,8.094423057758915,16.86247234351036,no
Black Pepper,Mountain Soil,Northeast Monsoon,August,Subtropical Highland Climate,58.59735918756325,52.27227762473139,16.988519430671488,no
Soybeans,Red Soil,Hot Dry Season,August,Tropical Wet and Dry (Monsoon-Influenced),42.76138268059484,15.37905516147574,48.17625645031446,no
Sugarcane,Laterite Soil,Southwest Monsoon,November,Tropical Wet (Monsoon),0.8693349462053468,77.34953659480927,35.46611558190256,no
Soybeans,Laterite Soil,Northeast Monsoon,June,Tropical Semi-Arid,73.30778041564854,68.42247274795679,47.53736872497425,yes
Coffee,Laterite Soil,Hot Dry Season,November,Tropical Semi-Arid,64.38374591769613,70.00054621686131,41.39149832206481,yes
Rice,Laterite Soil,Hot Dry Season,February,Tropical Wet and Dry (Monsoon-Influenced),27.355487397711364,41.745770144940884,0.9337371067650313,yes
Cardamom,Black Soil,Hot Dry Season,August,Tropical Savanna,82.48842243807745,1.6549852501732243,48.33707863210515,yes
Coconut,Laterite Soil,Northeast Monsoon,November,Tropical Savanna,62.433223201011245,58.076687954129305,74.87556473334539,no
Black Pepper,Black Soil,Southwest Monsoon,January,Mountain Climate,70.46206455043912,93.9063273498205,2.318138191918162,yes
Coconut,Laterite Soil,Southwest Monsoon,January,Tropical Wet and Dry (Monsoon-Influenced),90.19114385984693,99.8600090915258,70.94953427498506,yes
Coffee,Black Soil,Northeast Monsoon,July,Humid Subtropical Climate,45.38924117843949,38.74401539467295,32.67803112366502,no
Cardamom,Black Soil,Hot Dry Season,August,Mountain Climate,49.09843920903322,35.707180536988204,96.05472507163464,no
Groundnut,Lateritic Red Soil,Northeast Monsoon,April,Subtropical Highland Climate,59.471232915618344,33.824810203702846,60.33127943972772,no
Rice,Mountain Soil,Northeast Monsoon,October,Tropical Wet and Dry (Monsoon-Influenced),50.61353572154195,11.497895410559522,37.001755147121465,no
Coconut,Lateritic Red Soil,Hot Dry Season,April,Tropical Semi-Arid,92.0345246206579,48.44062498110573,22.57787618044793,yes
Betel Leaves,Red Soil,Hot Dry Season,March,Tropical Semi-Arid,52.339589899724395,71.602267879172,61.799784817256864,no
Cotton,Red Soil,Hot Dry Season,December,Tropical Savanna,58.7266895003688,30.485336290016384,50.10889681865744,no
Sugarcane,Alluvial Soil,Hot Dry Season,November,Tropical Wet and Dry (Monsoon-Influenced),15.0107892662239,17.728568505160613,94.86125759420547,no
Oilseeds,Lateritic Red Soil,Hot Dry Season,December,Mountain Climate,69.60923743514384,44.51870259192498,66.27944545193516,yes
Turmeric,Mountain Soil,Southwest Monsoon,July,Mountain Climate,85.23404032846989,43.89137368899737,9.270821594074906,yes
Mango,Mountain Soil,Northeast Monsoon,September,Mountain Climate,2.8272448123127347,25.190549609520694,36.49473230075233,yes
Cashew,Laterite Soil,Southwest Monsoon,August,Tropical Wet and Dry (Monsoon-Influenced),71.2065252970753,72.60225441820775,36.24080772347139,yes
Cashew,Mountain Soil,Southwest Monsoon,October,Tropical Wet and Dry (Monsoon-Influenced),10.191398160668097,16.722840789899607,45.41814861421927,yes
Betel Leaves,Black Soil,Northeast Monsoon,September,Subtropical Highland Climate,72.91524879268847,78.27255680381448,73.67000756558565,yes
Cardamom,Alluvial Soil,Northeast Monsoon,September,Tropical Wet (Monsoon),29.737336571201432,58.4197384711304,40.73212617170747,yes
Mango,Black Soil,Southwest Monsoon,October,Tropical Wet (Monsoon),97.78021227152207,92.59849136452351,23.93394088972497,no
Soybeans,Alluvial Soil,Northeast Monsoon,August,Tropical Savanna,97.18769016039303,45.01177570762385,63.419252590424456,yes
Sugarcane,Alluvial Soil,Northeast Monsoon,April,Tropical Semi-Arid,78.93104087459038,15.503163228829687,0.5672598827984654,no
Banana,Black Soil,Hot Dry Season,August,Tropical Wet (Monsoon),13.90073574009113,98.67489945439856,61.16627285401106,yes
Oilseeds,Black Soil,Southwest Monsoon,January,Subtropical Highland Climate,8.201724786689802,2.639674101516465,18.295253159176394,yes
Tapioca,Alluvial Soil,Southwest Monsoon,September,Tropical Wet (Monsoon),44.1015760595154,15.772295526130286,31.197916452627194,yes
Cotton,Lateritic Red Soil,Hot Dry Season,June,Tropical Semi-Arid,10.79896448552674,5.713339071528766,29.33508027402474,yes
Cashew,Red Soil,Northeast Monsoon,July,Tropical Savanna,75.69635738730604,90.86903153140615,24.269720613592106,no
Banana,Black Soil,Southwest Monsoon,April,Tropical Semi-Arid,61.93536050852293,42.83995466433264,23.07174218312702,no
Coconut,Red Soil,Hot Dry Season,July,Tropical Semi-Arid,9.639468171079713,0.7650569575493482,13.87004311115062,yes
Mango,Alluvial Soil,Southwest Monsoon,December,Tropical Savanna,67.68646218907179,99.10045044739933,63.94493243414987,no
Rice,Black Soil,Southwest Monsoon,July,Tropical Wet and Dry (Monsoon-Influenced),10.73178562113969,55.66954399299968,59.94085145739856,yes
Cotton,Lateritic Red Soil,Northeast Monsoon,September,Tropical Wet (Monsoon),15.566621207108344,82.35234753834789,61.87324895881539,yes
Sugarcane,Mountain Soil,Hot Dry Season,February,Tropical Savanna,78.74956845820698,35.73710608421238,23.523738370538496,no
Rice,Mountain Soil,Northeast Monsoon,December,Tropical Wet and Dry (Monsoon-Influenced),38.09945307992735,4.494470707339726,4.4094263633879365,no
Coconut,Black Soil,Northeast Monsoon,April,Tropical Semi-Arid,82.36630773606535,59.405839177209444,10.51300334850901,no
Mango,Black Soil,Southwest Monsoon,September,Tropical Wet (Monsoon),40.89561827829837,70.91056727264662,34.58260208991328,yes
Oilseeds,Lateritic Red Soil,Southwest Monsoon,February,Mountain Climate,73.44196394377187,14.058808808624834,58.29745667022279,no
Soybeans,Alluvial Soil,Northeast Monsoon,May,Tropical Wet (Monsoon),13.50197828008264,97.42656759578765,88.99493413520311,yes
Red Chili,Alluvial Soil,Hot Dry Season,March,Tropical Wet and Dry (Monsoon-Influenced),16.672355332870836,48.71313915101844,42.15938692635744,no
Red Chili,Alluvial Soil,Southwest Monsoon,December,Humid Subtropical Climate,87.42825349144033,90.65786503921449,6.807612708659283,yes
Cotton,Lateritic Red Soil,Southwest Monsoon,October,Tropical Wet (Monsoon),96.87576824447936,93.87115641542132,58.016910464276435,no
Cashew,Alluvial Soil,Hot Dry Season,November,Humid Subtropical Climate,92.20165658800553,54.26393240583123,12.095645755931983,no
Sugarcane,Lateritic Red Soil,Southwest Monsoon,September,Humid Subtropical Climate,27.905261684049886,73.95105222867696,53.38957477426825,yes
Sugarcane,Lateritic Red Soil,Southwest Monsoon,May,Tropical Wet and Dry (Monsoon-Influenced),47.949628118710876,73.82627767809909,80.45160837877712,no
Oilseeds,Mountain Soil,Northeast Monsoon,June,Humid Subtropical Climate,34.47042210562379,41.533580524474246,56.154407604270894,yes
Mango,Laterite Soil,Southwest Monsoon,March,Tropical Wet (Monsoon),20.27376605654193,83.87002381917395,91.38022521280378,no
Sugarcane,Mountain Soil,Southwest Monsoon,September,Tropical Wet and Dry (Monsoon-Influenced),73.28148004582644,78.77021357697126,62.83097740799947,no
Cotton,Lateritic Red Soil,Hot Dry Season,November,Tropical Wet (Monsoon),37.278347134921816,69.81232890848035,5.66450764012858,yes
Soybeans,Lateritic Red Soil,Northeast Monsoon,December,Tropical Savanna,59.33823092437264,56.47884594570598,54.76894720592887,no
Coffee,Alluvial Soil,Northeast Monsoon,March,Tropical Wet (Monsoon),55.890555205684166,29.93140490042182,96.23110453504601,yes
Cardamom,Mountain Soil,Southwest Monsoon,November,Tropical Semi-Arid,53.66481081802704,29.242185294864107,8.074093697667273,yes
Cashew,Lateritic Red Soil,Hot Dry Season,May,Subtropical Highland Climate,70.06810035216655,97.4267124038161,93.95603924520033,yes
Black Pepper,Red Soil,Hot Dry Season,November,Tropical Wet (Monsoon),63.34630795928341,6.471300960933712,80.12549570285545,yes
Banana,Mountain Soil,Hot Dry Season,April,Tropical Semi-Arid,69.46330027335654,23.918851775680274,12.986387739017491,no
Cardamom,Black Soil,Northeast Monsoon,October,Subtropical Highland Climate,79.77060003669713,10.727732843031035,46.079591095546625,yes
Turmeric,Red Soil,Southwest Monsoon,January,Tropical Savanna,6.9969429257517035,84.81013769518222,77.37084170457261,yes
Sugarcane,Black Soil,Southwest Monsoon,July,Tropical Wet and Dry (Monsoon-Influenced),31.85497997571747,86.05696612357792,97.94812944487738,yes
Sugarcane,Mountain Soil,Northeast Monsoon,September,Tropical Savanna,94.00062736711352,37.53299961154211,47.96854497199088,no
Turmeric,Mountain Soil,Hot Dry Season,August,Tropical Semi-Arid,12.09129907491736,9.511256365440213,72.94551365011758,yes
Banana,Laterite Soil,Northeast Monsoon,February,Tropical Wet (Monsoon),39.25665793887777,30.364922279946384,13.530942389356149,no
Betel Leaves,Laterite Soil,Northeast Monsoon,July,Tropical Semi-Arid,81.2397177477447,72.26864737187155,73.51561081822081,yes
Cashew,Black Soil,Hot Dry Season,April,Tropical Wet and Dry (Monsoon-Influenced),64.37346844510768,14.091647264655116,90.7182080321982,yes
Coconut,Lateritic Red Soil,Northeast Monsoon,October,Tropical Semi-Arid,22.487171119098694,79.00661714765995,0.2750301907085029,no
Mango,Black Soil,Southwest Monsoon,September,Tropical Wet (Monsoon),70.49825213508758,52.686424210645555,82.93474594669428,yes
Black Pepper,Red Soil,Southwest Monsoon,November,Tropical Savanna,6.947353618885288,13.156100108178226,81.6332643281382,no
Cardamom,Black Soil,Southwest Monsoon,June,Tropical Semi-Arid,59.51682182048133,11.600438119394019,74.25514233614433,no
Red Chili,Laterite Soil,Northeast Monsoon,July,Tropical Wet and Dry (Monsoon-Influenced),45.84049740074162,87.28414775143669,77.54646423287703,yes
Sugarcane,Mountain Soil,Northeast Monsoon,December,Tropical Wet (Monsoon),68.77193177865757,23.440849889028502,20.174100202061386,yes
Turmeric,Lateritic Red Soil,Hot Dry Season,June,Tropical Wet and Dry (Monsoon-Influenced),81.97893343055368,85.65200772315892,19.322191161177027,yes
Tapioca,Laterite Soil,Northeast Monsoon,January,Humid Subtropical Climate,62.47007551887357,8.905284609836595,11.784427595930303,yes
Groundnut,Laterite Soil,Northeast Monsoon,January,Subtropical Highland Climate,71.34543927774446,86.12977875411386,96.662271114099,no
Mango,Mountain Soil,Northeast Monsoon,November,Tropical Wet (Monsoon),60.90133188971798,27.483855840701345,84.07966615010797,no
Rice,Lateritic Red Soil,Northeast Monsoon,July,Tropical Wet (Monsoon),37.67993854504898,30.149084382278403,97.806404550395,yes
Oilseeds,Red Soil,Northeast Monsoon,August,Tropical Semi-Arid,19.273917974035236,46.9899247823378,5.321559832830136,yes
Tapioca,Red Soil,Southwest Monsoon,October,Humid Subtropical Climate,82.65695907586867,13.195987718051516,89.42024294823544,no
Betel Leaves,Black Soil,Southwest Monsoon,July,Subtropical Highland Climate,97.32017253009454,59.059572757059065,10.835659924701835,no
Cashew,Alluvial Soil,Northeast Monsoon,November,Tropical Wet and Dry (Monsoon-Influenced),64.17582790168025,91.09948752083523,7.724034093395082,yes
Rice,Laterite Soil,Northeast Monsoon,October,Tropical Wet and Dry (Monsoon-Influenced),46.44450691934073,7.694335022849186,37.82317991820189,no
Mango,Black Soil,Northeast Monsoon,January,Tropical Semi-Arid,98.69328197788795,28.96123522199615,28.383005641050108,yes
Sugarcane,Laterite Soil,Southwest Monsoon,May,Mountain Climate,92.72774011040703,88.42945645185027,47.61443837197141,no
Coffee,Lateritic Red Soil,Southwest Monsoon,November,Humid Subtropical Climate,73.02358516499486,43.62196680151956,36.99708766523424,yes
Tea,Laterite Soil,Northeast Monsoon,August,Humid Subtropical Climate,61.12072130294657,94.64136341416683,52.58004505187893,no
Red Chili,Alluvial Soil,Southwest Monsoon,November,Tropical Wet (Monsoon),50.092951321596665,15.445139038020084,99.01434085270623,no
Betel Leaves,Red Soil,Southwest Monsoon,February,Tropical Wet and Dry (Monsoon-Influenced),93.7379043199681,78.52538514049357,85.3753906246236,yes
Cotton,Red Soil,Southwest Monsoon,September,Tropical Semi-Arid,83.49833514646102,88.73750085665999,33.923889406463346,yes
Coconut,Laterite Soil,Southwest Monsoon,June,Subtropical Highland Climate,41.89025801791434,67.78474343886914,55.29621239315164,yes
Tea,Alluvial Soil,Hot Dry Season,June,Subtropical Highland Climate,77.87522454486222,39.449624868926115,72.26605352510452,yes
Cotton,Black Soil,Southwest Monsoon,August,Tropical Wet and Dry (Monsoon-Influenced),36.29412739844018,96.21940626100456,62.45442523652699,yes
Cotton,Black Soil,Southwest Monsoon,September,Humid Subtropical Climate,0.48332646345357055,35.521924352109934,48.22076207309455,yes
Groundnut,Lateritic Red Soil,Northeast Monsoon,May,Humid Subtropical Climate,71.01407023368097,8.438969553476806,68.25642459122379,no
Groundnut,Black Soil,Southwest Monsoon,March,Tropical Semi-Arid,7.011673231651794,53.29142911609265,37.27759626899589,no
Red Chili,Black Soil,Southwest Monsoon,May,Tropical Wet and Dry (Monsoon-Influenced),38.87363926250759,91.05251894965112,70.22618910108635,no
Turmeric,Black Soil,Hot Dry Season,February,Tropical Savanna,84.13777703336925,79.24524138953635,9.64976900901945,no
